episode,global_steps,score,avg_score,epsilon
200,15779,6,5.42,0.1
201,15827,5,5.4,0.1
202,15875,6,5.4,0.1
203,15953,7,5.41,0.1
204,15979,0,5.35,0.1
205,16060,7,5.36,0.1
206,16127,7,5.37,0.1
207,16211,6,5.37,0.1
208,16228,0,5.3,0.1
209,16275,-1,5.22,0.1
210,16320,0,5.15,0.1
211,16485,8,5.16,0.1
212,16508,0,5.09,0.1
213,16579,6,5.08,0.1
214,16672,8,5.15,0.1
215,16712,1,5.1,0.1
216,16733,0,5.03,0.1
217,16764,0,4.96,0.1
218,16787,0,4.9,0.1
219,16852,7,4.91,0.1
220,16952,5,4.91,0.1
221,17031,1,4.86,0.1
222,17059,0,4.81,0.1
223,17131,7,4.83,0.1
224,17210,6,4.82,0.1
225,17311,6,4.82,0.1
226,17360,1,4.78,0.1
227,17466,6,4.78,0.1
228,17542,7,4.8,0.1
229,17629,7,4.81,0.1
230,17701,6,4.8,0.1
231,17730,0,4.74,0.1
232,17811,8,4.76,0.1
233,17866,1,4.71,0.1
234,17937,6,4.71,0.1
235,18013,6,4.73,0.1
236,18076,7,4.75,0.1
237,18172,0,4.69,0.1
238,18247,6,4.69,0.1
239,18293,3,4.66,0.1
240,18355,6,4.66,0.1
241,18417,5,4.66,0.1
242,18503,6,4.67,0.1
243,18599,7,4.69,0.1
244,18642,2,4.65,0.1
245,18668,1,4.61,0.1
246,18761,7,4.63,0.1
247,18885,7,4.64,0.1
248,18979,6,4.64,0.1
249,19092,12,4.71,0.1
250,19181,6,4.72,0.1
251,19208,1,4.68,0.1
252,19253,2,4.62,0.1
253,19279,1,4.58,0.1
254,19332,6,4.58,0.1
255,19362,1,4.54,0.1
256,19423,2,4.51,0.1
257,19460,3,4.48,0.1
258,19528,7,4.49,0.1
259,19588,7,4.51,0.1
260,19668,7,4.58,0.1
261,19714,1,4.52,0.1
262,19781,6,4.53,0.1
263,19821,1,4.5,0.1
264,19890,7,4.51,0.1
265,19958,8,4.51,0.1
266,19982,0,4.45,0.1
267,20006,1,4.41,0.1
268,20042,1,4.37,0.1
269,20074,1,4.32,0.1
270,20155,7,4.34,0.1
271,20178,1,4.3,0.1
272,20209,1,4.26,0.1
273,20243,0,4.21,0.1
274,20332,8,4.24,0.1
275,20363,1,4.15,0.1
276,20458,8,4.19,0.1
277,20536,8,4.21,0.1
278,20579,3,4.19,0.1
279,20609,1,4.14,0.1
280,20677,7,4.16,0.1
281,20719,1,4.11,0.1
282,20748,1,4.12,0.1
283,20777,1,4.08,0.1
284,20890,12,4.14,0.1
285,20919,1,4.11,0.1
286,20949,1,4.07,0.1
287,20991,1,4.08,0.1
288,21087,8,4.16,0.1
289,21128,3,4.14,0.1
290,21160,0,4.09,0.1
291,21214,6,4.1,0.1
292,21248,1,4.06,0.1
293,21278,1,4.01,0.1
294,21316,1,3.97,0.1
295,21361,3,3.96,0.1
296,21412,2,3.93,0.1
297,21491,7,3.95,0.1
298,21549,7,3.97,0.1
299,21644,11,4.03,0.1
300,21726,10,4.07,0.1
301,21752,1,4.03,0.1
302,21783,2,3.99,0.1
303,21813,1,3.93,0.1
304,21871,6,3.99,0.1
305,21948,7,3.99,0.1
306,21975,1,3.93,0.1
307,22007,1,3.88,0.1
308,22064,6,3.94,0.1
309,22133,7,4.02,0.1
310,22197,6,4.08,0.1
311,22244,1,4.01,0.1
312,22301,7,4.08,0.1
313,22364,7,4.09,0.1
314,22507,12,4.13,0.1
315,22575,8,4.2,0.1
316,22608,2,4.22,0.1
317,22643,3,4.25,0.1
318,22711,7,4.32,0.1
319,22766,6,4.31,0.1
320,22800,2,4.28,0.1
321,22866,7,4.34,0.1
322,22924,7,4.41,0.1
323,22959,2,4.36,0.1
324,23018,7,4.37,0.1
325,23078,8,4.39,0.1
326,23167,12,4.5,0.1
327,23229,7,4.51,0.1
328,23287,7,4.51,0.1
329,23315,2,4.46,0.1
330,23397,12,4.52,0.1
331,23426,1,4.53,0.1
332,23508,12,4.57,0.1
333,23562,7,4.63,0.1
334,23614,7,4.64,0.1
335,23674,7,4.65,0.1
336,23759,12,4.7,0.1
337,23787,2,4.72,0.1
338,23847,7,4.73,0.1
339,23904,7,4.77,0.1
340,23931,1,4.72,0.1
341,23989,8,4.75,0.1
342,24112,19,4.88,0.1
343,24197,7,4.88,0.1
344,24253,7,4.93,0.1
345,24310,6,4.98,0.1
346,24366,7,4.98,0.1
347,24442,8,4.99,0.1
348,24503,6,4.99,0.1
349,24564,7,4.94,0.1
350,24620,7,4.95,0.1
351,24651,1,4.95,0.1
352,24711,7,5.0,0.1
353,24780,7,5.06,0.1
354,24809,2,5.02,0.1
355,24862,6,5.07,0.1
356,24920,7,5.12,0.1
357,24978,8,5.17,0.1
358,25068,12,5.22,0.1
359,25122,7,5.22,0.1
360,25203,12,5.27,0.1
361,25255,7,5.33,0.1
362,25340,13,5.4,0.1
363,25427,13,5.52,0.1
364,25484,7,5.52,0.1
365,25542,8,5.52,0.1
366,25602,8,5.6,0.1
367,25655,7,5.66,0.1
368,25684,2,5.67,0.1
369,25742,6,5.72,0.1
370,25795,7,5.72,0.1
371,25855,8,5.79,0.1
372,25944,13,5.91,0.1
373,25976,3,5.94,0.1
374,26031,7,5.93,0.1
375,26114,12,6.04,0.1
376,26168,8,6.04,0.1
377,26255,13,6.09,0.1
378,26280,1,6.07,0.1
379,26369,13,6.19,0.1
380,26426,8,6.2,0.1
381,26479,7,6.26,0.1
382,26531,7,6.32,0.1
383,26582,7,6.38,0.1
384,26608,1,6.27,0.1
385,26659,6,6.32,0.1
386,26718,7,6.38,0.1
387,26774,8,6.45,0.1
388,26828,7,6.44,0.1
389,26895,7,6.48,0.1
390,26985,13,6.61,0.1
391,27042,8,6.63,0.1
392,27101,7,6.69,0.1
393,27154,8,6.76,0.1
394,27206,7,6.82,0.1
395,27257,7,6.86,0.1
396,27314,8,6.92,0.1
397,27342,2,6.87,0.1
398,27398,8,6.88,0.1
399,27450,7,6.84,0.1
400,27506,8,6.82,0.1
401,27560,8,6.89,0.1
402,27651,14,7.01,0.1
403,27704,7,7.07,0.1
404,27791,13,7.14,0.1
405,27879,13,7.2,0.1
406,27935,8,7.27,0.1
407,28023,13,7.39,0.1
408,28111,13,7.46,0.1
409,28201,14,7.53,0.1
410,28290,13,7.6,0.1
411,28420,20,7.79,0.1
412,28509,14,7.86,0.1
413,28600,13,7.92,0.1
414,28654,7,7.87,0.1
415,28744,14,7.93,0.1
416,28831,13,8.04,0.1
417,28918,13,8.14,0.1
418,29009,14,8.21,0.1
419,29098,13,8.28,0.1
420,29190,13,8.39,0.1
421,29284,14,8.46,0.1
422,29374,13,8.52,0.1
423,29471,14,8.64,0.1
424,29560,13,8.7,0.1
425,29652,14,8.76,0.1
426,29750,14,8.78,0.1
427,29840,14,8.85,0.1
428,29928,13,8.91,0.1
429,30017,13,9.02,0.1
430,30106,13,9.03,0.1
431,30199,14,9.16,0.1
432,30295,13,9.17,0.1
433,30384,13,9.23,0.1
434,30438,7,9.23,0.1
435,30567,20,9.36,0.1
436,30667,14,9.38,0.1
437,30724,8,9.44,0.1
438,30815,14,9.51,0.1
439,30917,13,9.57,0.1
440,31012,14,9.7,0.1
441,31109,14,9.76,0.1
442,31164,7,9.64,0.1
443,31267,14,9.71,0.1
444,31361,13,9.77,0.1
445,31489,20,9.91,0.1
446,31580,14,9.98,0.1
447,31671,13,10.03,0.1
448,31764,14,10.11,0.1
449,31818,8,10.12,0.1
450,31865,4,10.09,0.1
451,31957,14,10.22,0.1
452,32054,14,10.29,0.1
453,32140,12,10.34,0.1
454,32239,14,10.46,0.1
455,32331,14,10.54,0.1
456,32448,13,10.6,0.1
457,32540,13,10.65,0.1
458,32638,14,10.67,0.1
459,32727,13,10.73,0.1
460,32816,13,10.74,0.1
461,32908,13,10.8,0.1
462,32961,6,10.73,0.1
463,33048,13,10.73,0.1
464,33143,14,10.8,0.1
465,33231,13,10.85,0.1
466,33326,13,10.9,0.1
467,33415,13,10.96,0.1
468,33546,20,11.14,0.1
469,33675,20,11.28,0.1
470,33768,13,11.34,0.1
471,33863,14,11.4,0.1
472,33953,13,11.4,0.1
473,34085,20,11.57,0.1
474,34141,7,11.57,0.1
475,34233,14,11.59,0.1
476,34324,13,11.64,0.1
477,34411,12,11.63,0.1
478,34502,13,11.75,0.1
479,34597,12,11.74,0.1
480,34689,14,11.8,0.1
481,34778,13,11.86,0.1
482,34863,12,11.91,0.1
483,34965,14,11.98,0.1
484,35021,7,12.04,0.1
485,35119,12,12.1,0.1
486,35216,13,12.16,0.1
487,35345,20,12.28,0.1
488,35474,20,12.41,0.1
489,35562,13,12.47,0.1
490,35656,13,12.47,0.1
491,35749,14,12.53,0.1
492,35838,12,12.58,0.1
493,35930,14,12.64,0.1
494,36072,21,12.78,0.1
495,36166,14,12.85,0.1
496,36294,20,12.97,0.1
497,36422,20,13.15,0.1
498,36509,13,13.2,0.1
499,36600,13,13.26,0.1
500,36692,13,13.31,0.1
501,36782,13,13.36,0.1
502,36872,14,13.36,0.1
503,36962,13,13.42,0.1
504,37053,13,13.42,0.1
505,37143,14,13.43,0.1
506,37236,14,13.49,0.1
507,37366,20,13.56,0.1
508,37460,13,13.56,0.1
509,37551,14,13.56,0.1
510,37646,13,13.56,0.1
511,37731,12,13.48,0.1
512,37817,12,13.46,0.1
513,37906,12,13.45,0.1
514,37996,14,13.52,0.1
515,38130,20,13.58,0.1
516,38218,13,13.58,0.1
517,38303,12,13.57,0.1
518,38441,20,13.63,0.1
519,38567,20,13.7,0.1
520,38652,12,13.69,0.1
521,38744,14,13.69,0.1
522,38832,12,13.68,0.1
523,38928,14,13.68,0.1
524,39018,14,13.69,0.1
525,39119,14,13.69,0.1
526,39206,12,13.67,0.1
527,39299,14,13.67,0.1
528,39389,14,13.68,0.1
529,39517,20,13.75,0.1
530,39644,20,13.82,0.1
531,39773,20,13.88,0.1
532,39872,14,13.89,0.1
533,40002,20,13.96,0.1
534,40094,14,14.03,0.1
535,40233,20,14.03,0.1
536,40331,14,14.03,0.1
537,40459,20,14.15,0.1
538,40591,20,14.21,0.1
539,40680,13,14.21,0.1
540,40777,14,14.21,0.1
541,40906,21,14.28,0.1
542,40997,14,14.35,0.1
543,41098,13,14.34,0.1
544,41226,20,14.41,0.1
545,41320,14,14.35,0.1
546,41452,20,14.41,0.1
547,41551,14,14.42,0.1
548,41642,13,14.41,0.1
549,41771,20,14.53,0.1
550,41826,7,14.56,0.1
551,41918,14,14.56,0.1
552,42012,14,14.56,0.1
553,42106,14,14.58,0.1
554,42198,14,14.58,0.1
555,42289,14,14.58,0.1
556,42383,14,14.59,0.1
557,42472,13,14.59,0.1
558,42567,14,14.59,0.1
559,42616,6,14.52,0.1
560,42707,13,14.52,0.1
561,42801,14,14.53,0.1
562,42896,14,14.61,0.1
563,42948,7,14.55,0.1
564,43091,20,14.61,0.1
565,43223,20,14.68,0.1
566,43313,14,14.69,0.1
567,43407,14,14.7,0.1
568,43499,14,14.64,0.1
569,43596,13,14.57,0.1
570,43687,14,14.58,0.1
571,43781,14,14.58,0.1
572,43938,20,14.65,0.1
573,44015,9,14.54,0.1
574,44122,13,14.6,0.1
575,44230,14,14.6,0.1
576,44343,14,14.61,0.1
577,44441,14,14.63,0.1
578,44536,14,14.64,0.1
579,44640,14,14.66,0.1
580,44737,14,14.66,0.1
581,44843,13,14.66,0.1
582,44977,20,14.74,0.1
583,45080,13,14.73,0.1
584,45212,20,14.86,0.1
585,45351,20,14.94,0.1
586,45447,14,14.95,0.1
587,45528,9,14.84,0.1
588,45620,14,14.78,0.1
589,45729,15,14.8,0.1
590,45887,9,14.76,0.1
591,45936,6,14.68,0.1
592,46079,20,14.76,0.1
593,46173,13,14.75,0.1
594,46293,15,14.69,0.1
595,46385,13,14.68,0.1
596,46456,9,14.57,0.1
597,46514,7,14.44,0.1
598,46539,-1,14.3,0.1
599,46578,0,14.17,0.1
600,46704,14,14.18,0.1
601,46797,14,14.19,0.1
602,46849,0,14.05,0.1
603,46944,13,14.05,0.1
604,47055,15,14.07,0.1
605,47166,14,14.07,0.1
606,47233,9,14.02,0.1
607,47504,14,13.96,0.1
608,47530,-1,13.82,0.1
609,47629,14,13.82,0.1
610,47739,14,13.83,0.1
611,47863,14,13.85,0.1
612,47965,14,13.87,0.1
613,48094,20,13.95,0.1
614,48208,14,13.95,0.1
615,48319,14,13.89,0.1
616,48462,20,13.96,0.1
617,48562,14,13.98,0.1
618,48787,8,13.86,0.1
619,48888,0,13.66,0.1
620,49039,20,13.74,0.1
621,49139,14,13.74,0.1
622,49167,-1,13.61,0.1
623,49268,14,13.61,0.1
624,49364,14,13.61,0.1
625,49468,14,13.61,0.1
626,49563,13,13.62,0.1
627,49664,0,13.48,0.1
628,49778,14,13.48,0.1
629,49860,7,13.35,0.1
630,49990,14,13.29,0.1
631,50220,20,13.29,0.1
632,50326,14,13.29,0.1
633,50468,20,13.29,0.1
634,50607,20,13.35,0.1
635,50761,21,13.36,0.1
636,50823,7,13.29,0.1
637,50953,20,13.29,0.1
638,51023,9,13.18,0.1
639,51119,14,13.19,0.1
640,51230,15,13.2,0.1
641,51336,14,13.13,0.1
642,51445,16,13.15,0.1
643,51578,20,13.22,0.1
644,51652,9,13.11,0.1
645,51746,14,13.11,0.1
646,51883,20,13.11,0.1
647,51956,9,13.06,0.1
648,52027,9,13.02,0.1
649,52123,14,12.96,0.1
650,52221,14,13.03,0.1
651,52353,20,13.09,0.1
652,52451,14,13.09,0.1
653,52545,14,13.09,0.1
654,52643,14,13.09,0.1
655,52736,14,13.09,0.1
656,52865,20,13.15,0.1
657,52958,14,13.16,0.1
658,53046,13,13.15,0.1
659,53113,9,13.18,0.1
660,53180,8,13.13,0.1
661,53308,20,13.19,0.1
662,53405,15,13.2,0.1
663,53537,20,13.33,0.1
664,53628,14,13.27,0.1
665,53759,20,13.27,0.1
666,53850,14,13.27,0.1
667,53979,20,13.33,0.1
668,54070,14,13.33,0.1
669,54200,20,13.4,0.1
670,54267,9,13.35,0.1
671,54396,20,13.41,0.1
672,54488,14,13.35,0.1
673,54618,20,13.46,0.1
674,54748,20,13.53,0.1
675,54880,20,13.59,0.1
676,54974,14,13.59,0.1
677,55069,14,13.59,0.1
678,55199,20,13.65,0.1
679,55330,20,13.71,0.1
680,55464,20,13.77,0.1
681,55555,14,13.78,0.1
682,55649,14,13.72,0.1
683,55743,14,13.73,0.1
684,55837,14,13.67,0.1
685,55930,14,13.61,0.1
686,56021,14,13.61,0.1
687,56116,14,13.66,0.1
688,56209,14,13.66,0.1
689,56301,14,13.65,0.1
690,56430,20,13.76,0.1
691,56561,20,13.9,0.1
692,56660,14,13.84,0.1
693,56790,20,13.91,0.1
694,56883,14,13.9,0.1
695,56987,15,13.92,0.1
696,57117,20,14.03,0.1
697,57209,14,14.1,0.1
698,57339,20,14.31,0.1
699,57476,20,14.51,0.1
700,57567,14,14.51,0.1
701,57662,14,14.51,0.1
702,57791,20,14.71,0.1
703,57921,20,14.78,0.1
704,58054,20,14.83,0.1
705,58185,20,14.89,0.1
706,58314,20,15.0,0.1
707,58401,13,14.99,0.1
708,58529,20,15.2,0.1
709,58658,20,15.26,0.1
710,58789,20,15.32,0.1
711,58882,14,15.32,0.1
712,59012,20,15.38,0.1
713,59143,20,15.38,0.1
714,59274,20,15.44,0.1
715,59406,20,15.5,0.1
716,59478,9,15.39,0.1
717,59529,7,15.32,0.1
718,59580,7,15.31,0.1
719,59714,20,15.51,0.1
720,59843,20,15.51,0.1
721,59931,13,15.5,0.1
722,60063,20,15.71,0.1
723,60156,14,15.71,0.1
724,60248,14,15.71,0.1
725,60378,20,15.77,0.1
726,60471,14,15.78,0.1
727,60600,20,15.98,0.1
728,60691,13,15.97,0.1
729,60784,13,16.03,0.1
730,60873,13,16.02,0.1
731,60901,0,15.82,0.1
732,61030,20,15.88,0.1
733,61119,13,15.81,0.1
734,61248,20,15.81,0.1
735,61342,14,15.74,0.1
736,61392,6,15.73,0.1
737,61521,20,15.73,0.1
738,61576,7,15.71,0.1
739,61706,20,15.77,0.1
740,61854,20,15.82,0.1
741,61989,20,15.88,0.1
742,62079,14,15.86,0.1
743,62177,13,15.79,0.1
744,62308,20,15.9,0.1
745,62399,13,15.89,0.1
746,62529,20,15.89,0.1
747,62623,14,15.94,0.1
748,62717,14,15.99,0.1
749,62811,14,15.99,0.1
750,62946,20,16.05,0.1
751,63075,20,16.05,0.1
752,63205,20,16.11,0.1
753,63336,20,16.17,0.1
754,63466,20,16.23,0.1
755,63596,20,16.29,0.1
756,63732,20,16.29,0.1
757,63864,20,16.35,0.1
758,63958,14,16.36,0.1
759,64088,20,16.47,0.1
760,64221,20,16.59,0.1
761,64353,20,16.59,0.1
762,64482,20,16.64,0.1
763,64613,20,16.64,0.1
764,64744,20,16.7,0.1
765,64876,20,16.7,0.1
766,65007,20,16.76,0.1
767,65136,20,16.76,0.1
768,65263,20,16.82,0.1
769,65358,14,16.76,0.1
770,65488,20,16.87,0.1
771,65618,20,16.87,0.1
772,65750,20,16.93,0.1
773,65881,20,16.93,0.1
774,66011,20,16.93,0.1
775,66143,20,16.93,0.1
776,66273,20,16.99,0.1
777,66408,20,17.05,0.1
778,66542,20,17.05,0.1
779,66679,20,17.05,0.1
780,66730,6,16.91,0.1
781,66865,20,16.97,0.1
782,66997,20,17.03,0.1
783,67134,20,17.09,0.1
784,67262,20,17.15,0.1
785,67353,14,17.15,0.1
786,67485,20,17.21,0.1
787,67613,20,17.27,0.1
788,67744,20,17.33,0.1
789,67836,14,17.33,0.1
790,67965,20,17.33,0.1
791,68062,14,17.27,0.1
792,68097,-1,17.12,0.1
793,68233,21,17.13,0.1
794,68367,20,17.19,0.1
795,68496,20,17.24,0.1
796,68627,20,17.24,0.1
797,68760,20,17.3,0.1
798,68894,20,17.3,0.1
799,69028,20,17.3,0.1
800,69121,14,17.3,0.1
801,69253,20,17.36,0.1
802,69388,21,17.37,0.1
803,69520,21,17.38,0.1
804,69615,14,17.32,0.1
805,69748,20,17.32,0.1
806,69883,20,17.32,0.1
807,69976,14,17.33,0.1
808,70069,14,17.27,0.1
809,70202,20,17.27,0.1
810,70333,20,17.27,0.1
811,70431,14,17.27,0.1
812,70570,21,17.28,0.1
813,70662,13,17.21,0.1
814,70791,20,17.21,0.1
815,70926,20,17.21,0.1
816,70979,7,17.19,0.1
817,71120,20,17.32,0.1
818,71251,20,17.45,0.1
819,71379,18,17.43,0.1
820,71473,14,17.37,0.1
821,71605,20,17.44,0.1
822,71733,20,17.44,0.1
823,71861,20,17.5,0.1
824,71989,20,17.56,0.1
825,72117,20,17.56,0.1
826,72248,20,17.62,0.1
827,72380,20,17.62,0.1
828,72515,20,17.69,0.1
829,72667,20,17.76,0.1
830,72773,13,17.76,0.1
831,72903,20,17.96,0.1
832,73035,20,17.96,0.1
833,73173,20,18.03,0.1
834,73303,20,18.03,0.1
835,73434,20,18.09,0.1
836,73571,20,18.23,0.1
837,73702,20,18.23,0.1
838,73830,19,18.35,0.1
839,73928,14,18.29,0.1
840,74058,20,18.29,0.1
841,74155,14,18.23,0.1
842,74284,20,18.29,0.1
843,74413,20,18.36,0.1
844,74438,-1,18.15,0.1
845,74570,20,18.22,0.1
846,74708,20,18.22,0.1
847,74841,20,18.28,0.1
848,74994,20,18.34,0.1
849,75090,14,18.34,0.1
850,75235,20,18.34,0.1
851,75373,20,18.34,0.1
852,75506,20,18.34,0.1
853,75640,20,18.34,0.1
854,75775,20,18.34,0.1
855,75908,20,18.34,0.1
856,76012,14,18.28,0.1
857,76141,20,18.28,0.1
858,76239,14,18.28,0.1
859,76332,13,18.21,0.1
860,76423,13,18.14,0.1
861,76559,20,18.14,0.1
862,76664,13,18.07,0.1
863,76765,13,18.0,0.1
864,76895,20,18.0,0.1
865,77027,20,18.0,0.1
866,77120,13,17.93,0.1
867,77254,20,17.93,0.1
868,77384,20,17.93,0.1
869,77513,19,17.98,0.1
870,77663,20,17.98,0.1
871,77800,22,18.0,0.1
872,77848,6,17.86,0.1
873,77942,13,17.79,0.1
874,78074,20,17.79,0.1
